시기,날짜,기사제목,url,감정,수치
시행전,2025-06-17,"SH공사, 홍릉 일대 바이오·창업 시설 조성… 2026년 공사 발주",https://n.news.naver.com/mnews/article/366/0001086069,중립,0.9999730587005615
시행전,2025-06-17,급감한 서울 아파트 분양... 하반기엔 잇단 '로또 청약',https://n.news.naver.com/mnews/article/469/0000870938,슬픔,0.9992458820343018
시행전,2025-06-17,"“10억 시세차익” 과천 무순위 청약 신희타, 접수 마감기한 18일까지 연장",https://n.news.naver.com/mnews/article/243/0000079747,중립,0.9999192953109741
시행전,2025-06-17,“공급절벽 시대… 다주택자 취득세 중과 확대해야”,https://n.news.naver.com/mnews/article/366/0001086066,중립,0.9993146657943726
시행전,2025-06-17,"아파트값 급등에 빌라로…강남 3구 비아파트 매매, 한달새 60% 급증[집슐랭]",https://n.news.naver.com/mnews/article/011/0004498076,놀람,0.999021053314209
시행전,2025-06-17,“집값 더 오르기 전에 전세끼고 사두자”…非토허구역 ‘갭투자’ 열기 확산,https://n.news.naver.com/mnews/article/011/0004498064,중립,0.999970555305481
시행전,2025-06-17,[인사] 국가철도공단,https://n.news.naver.com/mnews/article/277/0005609011,중립,0.9999551773071289
시행전,2025-06-17,국토부 공공공사 입찰 기준 손봐…업계 부담↓공정성↑,https://n.news.naver.com/mnews/article/648/0000037071,중립,0.7431508898735046
시행전,2025-06-17,"GS건설, 항공교통(UAM) 상용화 추진… 유아이와 협력",https://n.news.naver.com/article/417/0001083671,행복,0.9967775940895081
시행전,2025-06-17,"사고 팔며 일자리도 창출… 현대엔지니어링, 굿윌 팝업스토어 열어",https://n.news.naver.com/article/417/0001083670,행복,0.9770837426185608
시행전,2025-06-17,“보편적 지원금은 지속 불가능…저소득층에 집중해야”,https://n.news.naver.com/article/011/0004498044,중립,0.9999750852584839
시행전,2025-06-17,"""15년째 사업 진전 못했다""… 이란 전쟁에 철수하는 K건설",https://n.news.naver.com/article/417/0001083668,중립,0.9019864201545715
시행전,2025-06-17,"도심 오피스 초과공급?…""인허가·공사비 리스크로 부족""",https://n.news.naver.com/article/015/0005145806,중립,0.9994478821754456
시행전,2025-06-17,공동주택 5채 중 1채…30년 넘은 '노후주택',https://n.news.naver.com/article/015/0005145805,슬픔,0.8645120859146118
시행전,2025-06-17,대우건설 이어 삼성물산도 참전…불붙는 '개포우성7차',https://n.news.naver.com/article/015/0005145804,중립,0.9998880624771118
시행전,2025-06-17,"서울시, 정비사업 '전자 삼총사' 본격화",https://n.news.naver.com/article/015/0005145803,중립,0.9999737739562988
시행전,2025-06-17,"이태현 홈즈컴퍼니 대표 ""살 만한 집은 부족…공유주거 키워야""",https://n.news.naver.com/article/015/0005145801,중립,0.9999680519104004
시행전,2025-06-17,"KCC, 김포시네폴리스에…'오퍼스 한강 스위첸' 분양",https://n.news.naver.com/article/015/0005145800,중립,0.9983927607536316
시행전,2025-06-17,"HUG 전세대출보증 한도 100%→90%, 19일부터 본격 시행",https://n.news.naver.com/article/421/0008317105,중립,0.9999434947967529
시행전,2025-06-17,"금통위원들 ""경기충격 줄이려면 금리 낮춰야…집값·대출엔 유의""",https://n.news.naver.com/article/422/0000750408,중립,0.9999743700027466
시행전,2025-06-17,주담대 2주새 1.5조 늘었다… 패닉바잉에 금수저 청약 논란,https://n.news.naver.com/article/417/0001083657,중립,0.9985896944999695
시행전,2025-06-17,"“곧 뛴다” 강남발 집값 불씨, 노도강은 물론 서울 24개구에 번졌다",https://n.news.naver.com/article/032/0003376768,공포,0.7138668894767761
시행전,2025-06-17,39·42평으로만…광주 봉선동 '르 오네뜨 2차' 6월 분양,https://n.news.naver.com/article/648/0000037066,행복,0.9798038005828857
시행전,2025-06-17,1년새 약 15%오른 분양가…분양가상한제 ‘동남 하늘채에디크’,https://n.news.naver.com/article/277/0005608984,중립,0.9884558916091919
시행전,2025-06-17,"""지금이라도 살까"" 서울주택 매매심리 '쑥'",https://n.news.naver.com/article/009/0005510313,놀람,0.9996517896652222
시행전,2025-06-17,오산 세교 '칸타빌 더퍼스트' 두달만에 입주 100% 완료,https://n.news.naver.com/article/009/0005510312,행복,0.9992800354957581
시행전,2025-06-17,"""고급화보다 속도"" 마음급한 강남 재건축",https://n.news.naver.com/article/009/0005510310,중립,0.997788667678833
시행전,2025-06-17,4인 가족 만점통장도 탈락 서울 로또 단지 '바늘구멍',https://n.news.naver.com/article/009/0005510309,슬픔,0.5606858730316162
시행전,2025-06-17,“분당·평촌만 올랐다”… 강남 상승세에 엇갈린 1기 신도시 집값,https://n.news.naver.com/article/366/0001086050,중립,0.9999644756317139
시행전,2025-06-17,"금통위원들 ""경기충격 줄이려면 금리낮춰야…집값·대출엔 유의""",https://n.news.naver.com/article/001/0015454621,중립,0.9999740123748779
시행전,2025-06-17,"HUG, 부산 공공 기관과 지역경제 활성화 위해 11억 7000만원 기금 전달",https://n.news.naver.com/article/011/0004498022,행복,0.9994226694107056
시행전,2025-06-17,"이스라엘이 공습한 이란 가스전, 韓건설사들이 지었다",https://n.news.naver.com/article/366/0001086042,중립,0.9979660511016846
시행전,2025-06-17,"한국부동산원, AI 수거기 16대 확대 설치..""페트병 넣으면 포인트 적립""",https://n.news.naver.com/article/014/0005364452,중립,0.9999743700027466
시행전,2025-06-17,"HUG 등 9개 기관, 부산경제 활성화 공동기금 11.7억 전달",https://n.news.naver.com/article/119/0002968933,행복,0.9091714024543762
시행전,2025-06-17,PQ 등 적격심사제 기준액 상향…엔지니어링 업체 행정 부담 줄인다,https://n.news.naver.com/article/011/0004498013,중립,0.9999741315841675
시행전,2025-06-17,"전국·서울 주택매매심리, 한 달 만에 토허제 이전 수준 '회복'",https://n.news.naver.com/article/011/0004498009,중립,0.9999517202377319
시행전,2025-06-17,"전국 공동주택 5채 중 1채 '30년 초과'…""도시 경쟁력 저하 우려""",https://n.news.naver.com/article/015/0005145776,공포,0.9983185529708862
시행전,2025-06-17,7월 대출 규제 강화에…수도권 주택사업 ‘비관 전망’ 커졌다,https://n.news.naver.com/article/366/0001086036,공포,0.44848063588142395
시행전,2025-06-17,‘용산정비창’에 진심인 포스코이앤씨…조합원들 호평 이끌어낸 ‘이것’,https://n.news.naver.com/article/029/0002961977,행복,0.9998587369918823
시행전,2025-06-17,"건설협회, 기획위원회 회의…""공사비 현실화 논의""",https://n.news.naver.com/article/003/0013308650,중립,0.9999597072601318
시행전,2025-06-17,‘장마철’ 비바람∙습도에 강한 LX하우시스 시스템창호·바닥재 ‘관심’,https://n.news.naver.com/article/366/0001086031,행복,0.545699417591095
시행전,2025-06-17,"시세 차익만 무려 '71억'…조정석 대치동 건물, 110억에 팔렸다",https://n.news.naver.com/article/008/0005208724,놀람,0.9975243210792542
시행전,2025-06-17,전기차 튜닝 산업 도약위해 전문가들 한자리에 모였다,https://n.news.naver.com/article/421/0008316909,행복,0.9999319314956665
시행전,2025-06-17,"""한강 조망 핵심""…HDC현대산업개발, 'THE LINE 330' 의미는?",https://n.news.naver.com/article/648/0000037061,중립,0.9999728202819824
시행전,2025-06-17,서울 주택 매수심리 활활…토지거래허가 지정 이전 수준으로 회복,https://n.news.naver.com/article/421/0008316893,중립,0.9998551607131958
시행전,2025-06-17,부동산 개발 활성화 묘수 찾는 정부…업계 의견 수렴,https://n.news.naver.com/article/011/0004497989,중립,0.999923825263977
시행전,2025-06-17,상봉 역세권 ‘쿼드러플 프리미엄’ ‘상봉역 유보라 퍼스트리브’ 임의공급 실시,https://n.news.naver.com/article/119/0002968902,중립,0.9999736547470093
시행전,2025-06-17,"""댐주변 농가 살리자""..수자원공사, 직거래 장터 전국 확대",https://n.news.naver.com/article/014/0005364429,중립,0.9999706745147705
시행전,2025-06-17,"LH, 두산건설과 방학역·쌍문역 동측 도심복합사업 협약 체결",https://n.news.naver.com/article/015/0005145729,중립,0.9999569654464722
시행전,2025-06-17,"“지금 안 사면 큰일난다”…주택 매매심리, 토허제 이전 수준 회복",https://n.news.naver.com/article/009/0005510232,중립,0.9999675750732422
시행전,2025-06-17,“당첨돼도 그림의 떡”…분양가 치솟자 청약통장 ‘이탈자’ 속출,https://n.news.naver.com/article/009/0005510231,슬픔,0.9998623132705688
시행전,2025-06-17,[오늘의 그래픽] 30년 넘은 노후주택 전국 260만가구 넘어…대전·서울·전남 순,https://n.news.naver.com/article/421/0008316770,중립,0.9999628067016602
시행전,2025-06-17,"현대엔지니어링, 장애인 자립 지원 위해 사내 팝업스토어 운영",https://n.news.naver.com/article/018/0006041972,행복,0.9890748858451843
시행전,2025-06-17,"대한건설협회, 기획위원회 개최..""공사비 현실화 등 건설 현안에 적극 대응""",https://n.news.naver.com/article/014/0005364415,중립,0.9998296499252319
시행전,2025-06-17,"HUG, 19일부터 전세대출 보증 상환능력 심사키로",https://n.news.naver.com/article/014/0005364414,중립,0.999964714050293
시행전,2025-06-17,5월 서울 오피스텔 월세가격 상승 지속…수익률 5.54%,https://n.news.naver.com/article/003/0013308444,행복,0.9993047714233398
시행전,2025-06-17,"이은형 건설정책연구원 연구위원, 강원개발공사 위원 연임",https://n.news.naver.com/article/018/0006041967,중립,0.9999594688415527
시행전,2025-06-17,"포스코이앤씨 ""용산정비창에 대형평형·고급화 설계 제안""",https://n.news.naver.com/article/031/0000940909,중립,0.9999628067016602
시행전,2025-06-17,“서울시장 바뀌면 재건축 늦어질라”…내년 지방선거전에 심의 끝내려 급해진 조합들,https://n.news.naver.com/article/009/0005510216,공포,0.9981777667999268
시행전,2025-06-17,전국 공동주택 5채 중 1채는 '30년 초과' 노후주택,https://n.news.naver.com/article/119/0002968879,혐오,0.9752295017242432
시행전,2025-06-17,"GS건설, UAM 초기 상용화 추진…유아이그룹과 업무협약",https://n.news.naver.com/article/015/0005145690,중립,0.9999549388885498
시행전,2025-06-17,"SH공사, 홍릉 일대 바이오·창업 시설 설계 본격 추진",https://n.news.naver.com/article/011/0004497960,중립,0.9999673366546631
시행전,2025-06-17,"SH공사, 홍릉 일대 '바이오·창업 시설' 설계 본격 추진",https://n.news.naver.com/article/277/0005608902,중립,0.9999703168869019
시행전,2025-06-17,"SK디앤디, 편의성 특화 '에피소드 컨비니 가산' 입주자 모집",https://n.news.naver.com/article/014/0005364396,중립,0.9999468326568604
시행전,2025-06-17,전국 아파트 5채 중 1채가 30년 넘은 ‘노후주택’,https://n.news.naver.com/article/023/0003911587,혐오,0.9950220584869385
시행전,2025-06-17,"HUG 등 9개 공공기관, 부산 경제에 11억7000만원 기금 투입",https://n.news.naver.com/article/014/0005364393,중립,0.9999598264694214
시행전,2025-06-17,"""지금 집 사야하나""…5월 부동산 소비심리지수 더 강해져",https://n.news.naver.com/article/015/0005145683,중립,0.9995386600494385
시행전,2025-06-17,서울 정비사업 조합도 온라인 총회·투표 가능,https://n.news.naver.com/article/215/0001213025,중립,0.999974250793457
시행전,2025-06-17,AI로 미리 본 한강뷰에 탄성...포스코이앤씨 '오티에르 용산' 호평 잇따라,https://n.news.naver.com/article/014/0005364387,행복,0.9995343685150146
시행전,2025-06-17,"""회사 지원 받아 여행 왔어요"" 롯데건설, 가족여행 프로그램 진행",https://n.news.naver.com/article/417/0001083620,행복,0.9785920977592468
시행전,2025-06-17,"LH ""지방 소멸·수도권 집중 완화 해법 찾는다""",https://n.news.naver.com/article/417/0001083619,중립,0.9999656677246094
시행전,2025-06-17,"“지금 안 사면 또 못 살까봐”…서울 집값 심리, 4년 전 패닉바잉 때 수준",https://n.news.naver.com/article/022/0004044274,중립,0.9914472103118896
시행전,2025-06-17,"TS, 전기차 튜닝 생태계 구축..김천에 '안전센터' 설립",https://n.news.naver.com/article/014/0005364379,중립,0.9999713897705078
시행전,2025-06-17,"서울 청약, 만점도 못 뚫었다…분상제 단지 ‘인플레’ 심화",https://n.news.naver.com/article/009/0005510189,혐오,0.996572732925415
시행전,2025-06-17,"SH공사, 홍릉 일대 바이오·창업 시설 설계 본격 추진",https://n.news.naver.com/article/014/0005364376,중립,0.9999673366546631
시행전,2025-06-17,"SR, 동양대와 철도분야 전문인력 양성 업무협약",https://n.news.naver.com/article/421/0008316580,중립,0.9997506737709045
시행전,2025-06-17,"[관심 공매] 수성구 두산동 대지, 구미시 남통동 임야",https://n.news.naver.com/article/088/0000953810,중립,0.999972939491272
시행전,2025-06-17,'천안의 강남' 불당 따라 5만7천가구 대규모 주거타운 조성,https://n.news.naver.com/article/014/0005364370,중립,0.9928203225135803
시행전,2025-06-18,"롯데건설, 능동형 층간소음 저감장치 개발…특허 출원",https://n.news.naver.com/mnews/article/022/0004044738,중립,0.9990893602371216
시행전,2025-06-18,"‘시세차익 10억’ 과천 줍줍 1채, 13만8000명 몰렸다",https://n.news.naver.com/mnews/article/020/0003642232,놀람,0.9998337030410767
시행전,2025-06-18,"'분양가 상한제' 없이도 원주역중흥S-클래스, 높은 인기 입증",https://n.news.naver.com/mnews/article/087/0001123923,행복,0.9835222959518433
시행전,2025-06-18,"삼성물산 vs 대우건설, 개포우성7차 두고 '고소전'",https://n.news.naver.com/mnews/article/031/0000941416,중립,0.9613090753555298
시행전,2025-06-18,부산 건설업계 19일 ‘파트너데이’…하도급 확대 논의한다,https://n.news.naver.com/mnews/article/658/0000110800,중립,0.9999711513519287
시행전,2025-06-18,무려 14만명이 몰렸다…'10억 시세차익' 과천지정타 무순위청약 흥행,https://n.news.naver.com/mnews/article/277/0005609689,놀람,0.9985633492469788
시행전,2025-06-18,"“여보, 우리 둘 다 넣자”…15억 아파트 5억 청약에 13만8000여명 몰려",https://n.news.naver.com/mnews/article/009/0005511131,놀람,0.9471368193626404
시행전,2025-06-18,'10억 로또' 과천 줍줍에 14만명 몰려…'와우',https://n.news.naver.com/mnews/article/215/0001213222,놀람,0.999679446220398
시행전,2025-06-18,마포·성동에서도 “앉은 채 1억씩 호가 오른다”,https://n.news.naver.com/mnews/article/005/0001784056,중립,0.9999507665634155
시행전,2025-06-18,'10억 로또' 아파트 떴다…무순위청약 13.8만명 몰려든 이곳,https://n.news.naver.com/mnews/article/025/0003448977,슬픔,0.9913978576660156
시행전,2025-06-18,'명예를 품은 집'에서 남은 여생 편안하게 [뉴스+현장],https://n.news.naver.com/mnews/article/215/0001213221,행복,0.9746446013450623
시행전,2025-06-18,‘10억 시세 차익 기대’ 과천 무순위 청약에 13만8000여명 몰려,https://n.news.naver.com/mnews/article/022/0004044665,놀람,0.9996734857559204
시행전,2025-06-18,"""10억 로또 쥐고 신혼 시작""…과천 '줍줍' 13.8만대 1",https://n.news.naver.com/mnews/article/031/0000941389,슬픔,0.6897168159484863
시행전,2025-06-18,서울 집값 급등에 '규제 카드' 검토?…지방 부동산은 정책 사각 우려,https://n.news.naver.com/mnews/article/088/0000954185,중립,0.9997920393943787
시행전,2025-06-18,"서울 아파트 경매도 '불장'…낙찰가, 실거래가 훌쩍 뛰어넘어",https://n.news.naver.com/mnews/article/011/0004498649,놀람,0.999889612197876
시행전,2025-06-18,"'공사비 2조 7500억' 압구정2구역, 시공사 선정 돌입",https://n.news.naver.com/mnews/article/011/0004498648,중립,0.9999536275863647
시행전,2025-06-18,한국도시재생학회 ‘인구소멸시대 대응을 위한 지역·주택정책 방향 모색’ 토론회,https://n.news.naver.com/mnews/article/015/0005146464,중립,0.99996018409729
시행전,2025-06-18,"""10억 벌 기회"" 서버까지 터지더니…과천 무순위청약에 13만8000명 몰렸다",https://n.news.naver.com/mnews/article/011/0004498647,놀람,0.9997853636741638
시행전,2025-06-18,"""시세 차익만 10억인데""…13.8만명 몰려든 '이곳' 청약 [집슐랭]",https://n.news.naver.com/mnews/article/011/0004498646,놀람,0.5176466703414917
시행전,2025-06-18,10억 이상 차익 기대…과천 신희타 '줍줍' 13.8만명 몰렸다,https://n.news.naver.com/mnews/article/421/0008319765,놀람,0.999390721321106
시행전,2025-06-18,"두산건설, LH와 방학·쌍문역 도심복합사업 시동",https://n.news.naver.com/mnews/article/014/0005365101,중립,0.9998606443405151
시행전,2025-06-18,서울 최상급지 옆세권도 후끈… 반포 옆 방배 3.3㎡당 1억,https://n.news.naver.com/mnews/article/014/0005365098,놀람,0.9995266199111938
시행전,2025-06-18,민간아파트도 제로에너지 5등급 의무화,https://n.news.naver.com/mnews/article/014/0005365097,중립,0.9999374151229858
시행전,2025-06-18,"""뮤터로 층간소음 줄인다""... 롯데건설 특허기술 개발",https://n.news.naver.com/mnews/article/014/0005365096,행복,0.9456567764282227
시행전,2025-06-18,부촌 그 이상의 따뜻한 공동체 '압구정 현대',https://n.news.naver.com/mnews/article/014/0005365093,행복,0.9999692440032959
시행전,2025-06-18,"""조상님 덕에 하루 아침에 강남 땅부자 됐습니다""",https://n.news.naver.com/mnews/article/374/0000446639,슬픔,0.5801402926445007
시행전,2025-06-18,[사설] 빈부 격차 키우는 의식주 물가가 더 뛰고 있다니,https://n.news.naver.com/mnews/article/032/0003377056,놀람,0.85224848985672
시행전,2025-06-18,"""15억 아파트, 5억에 줍줍"" 과천 무순위 청약에 13만8000명 몰렸다",https://n.news.naver.com/mnews/article/018/0006042876,놀람,0.9959039092063904
시행전,2025-06-18,'10억 시세차익' 과천지정타 무순위 청약에 13만8000명 몰렸다,https://n.news.naver.com/mnews/article/015/0005146438,놀람,0.9907738566398621
시행전,2025-06-18,서울 1분기 임대차 계약 중 월세 비중 63%,https://n.news.naver.com/mnews/article/243/0000079823,중립,0.999903678894043
시행전,2025-06-18,"[단독] 세계 건축거장 2인, 압구정서 빅매치 벌인다는데",https://n.news.naver.com/mnews/article/009/0005511114,중립,0.9102967977523804
시행전,2025-06-18,'10억 시세차익' 과천지정타 무순위청약에 13만8천여명 몰려,https://n.news.naver.com/article/001/0015457360,놀람,0.9997506737709045
시행전,2025-06-18,[단독] 자족·상업용지도 주거용으로…가용책 총동원,https://n.news.naver.com/article/011/0004498613,놀람,0.9984644651412964
시행전,2025-06-18,한은 “지방에 집 지어봤자 미분양만 늘어 악순환”,https://n.news.naver.com/article/022/0004044647,중립,0.9426661729812622
시행전,2025-06-18,"코레일, '부산국제철도기술산업전'서 혁신 기술 선보여",https://n.news.naver.com/article/008/0005209398,행복,0.9957851767539978
시행전,2025-06-18,"국토안전관리원, 강원 건축분쟁 조정회의 개최…""손배 청구 조정""",https://n.news.naver.com/article/374/0000446630,중립,0.9999555349349976
시행전,2025-06-18,[단독] 서리풀 등 신규택지 4곳 용적률 200%→250%로,https://n.news.naver.com/article/011/0004498586,중립,0.9999730587005615
시행전,2025-06-18,압구정 현대백화점도 40년만에 재건축 시동,https://n.news.naver.com/article/009/0005511024,중립,0.9999252557754517
시행전,2025-06-18,결국 … 신축 아파트 태양광 의무화,https://n.news.naver.com/article/009/0005511022,중립,0.9998993873596191
시행전,2025-06-18,층간소음도 노이즈캔슬링 롯데건설 새 진동제어기술,https://n.news.naver.com/article/009/0005511021,중립,0.9994807839393616
시행전,2025-06-18,[단독] 세계 건축거장 2인의 압구정 빅매치,https://n.news.naver.com/article/009/0005511020,행복,0.6032635569572449
시행전,2025-06-18,"롯데건설, 능동형 층간소음 저감장치 개발…올해 하반기 상용화 목표",https://n.news.naver.com/article/119/0002969448,중립,0.9999299049377441
시행전,2025-06-18,‘압구정2구역 재건축’ 입찰공고에 삼성과 현대 맞붙는다,https://n.news.naver.com/article/005/0001784034,중립,0.9999703168869019
시행전,2025-06-18,"광주신세계, 광천터미널 복합화 제안서 제출…""본격 협상 착수""",https://n.news.naver.com/article/421/0008319649,중립,0.9999579191207886
시행전,2025-06-18,"코레일, '부산국제철도기술산업전'서 혁신 기술 소개",https://n.news.naver.com/article/014/0005365072,행복,0.7684269547462463
시행전,2025-06-18,"현대건설, 압구정 현대 50주년 맞이 헤리티지북 발간",https://n.news.naver.com/article/119/0002969445,중립,0.9233455061912537
시행전,2025-06-18,"국가철도공단, 부산국제철도기술산업전 참가...K-철도 우수성 알린다",https://n.news.naver.com/article/014/0005365071,행복,0.8863767981529236
시행전,2025-06-18,"김포문화재단, '지역문화 브랜딩 전략' 국제심포지엄서 발표",https://n.news.naver.com/article/215/0001213205,중립,0.9672830104827881
시행전,2025-06-18,"한국도로공사, 디지털 대전환 시동...선포식 개최",https://n.news.naver.com/article/014/0005365069,중립,0.997459352016449
시행전,2025-06-18,"코레일, 정보문화의 달 '대통령 훈장' 수상",https://n.news.naver.com/article/014/0005365068,행복,0.9998434782028198
시행전,2025-06-18,마포 20평대가 20억…정책 블랙홀 온다,https://n.news.naver.com/article/215/0001213202,공포,0.9999555349349976
시행전,2025-06-18,"""아파트 뺨치네""…발코니 특화한 청라 오피스텔",https://n.news.naver.com/article/015/0005146349,행복,0.8120383024215698
시행전,2025-06-18,"""공사비 2.7조원 압구정2 잡아라""…65층·2571가구 재건축 '속도전'",https://n.news.naver.com/article/015/0005146348,중립,0.9859305620193481
시행전,2025-06-18,"롯데건설, ‘노이즈 캔슬링 활용’ 능동형 층간소음 저감장치 개발",https://n.news.naver.com/article/029/0002962313,중립,0.9998286962509155
시행전,2025-06-18,"새만금청, '세계 환경의 달' 맞이 '플로깅 챌린지' 진행",https://n.news.naver.com/article/119/0002969441,중립,0.9948115348815918
시행전,2025-06-18,"""개발·운영 아우르는 프로젝트리츠…PF 대안으로 뜬다""",https://n.news.naver.com/article/015/0005146346,중립,0.9999725818634033
시행전,2025-06-18,"민간아파트, '제로에너지' 의무화",https://n.news.naver.com/article/015/0005146345,중립,0.9999591112136841
시행전,2025-06-18,"""용산정비창 1구역에 '대형 면적' 확대""",https://n.news.naver.com/article/015/0005146344,중립,0.9999748468399048
시행전,2025-06-18,"한은 강남본부 재건축, 삼성물산 vs 포스코이앤씨 ‘2파전’… 누가 깃발 꼽나",https://n.news.naver.com/article/029/0002962308,중립,0.999974250793457
시행전,2025-06-18,"현대산업개발, 부산 수영만 요트경기장 재개발 17년 만에 ‘본궤도’",https://n.news.naver.com/article/366/0001086319,중립,0.9999477863311768
시행전,2025-06-18,"현대백화점 압구정본점, 주변 아파트 재건축 맞춰 신축 검토(종합)",https://n.news.naver.com/article/001/0015457284,중립,0.9999741315841675
시행전,2025-06-18,신축도 분상제가 ‘똘똘한 한채’...경쟁률 6배 높아,https://n.news.naver.com/article/009/0005510978,놀람,0.9999291896820068
시행전,2025-06-18,"현대백화점 압구정본점, 40년 만에 재건축 추진한다",https://n.news.naver.com/article/008/0005209345,중립,0.9999610185623169
시행전,2025-06-18,대전 도시철도 2호선 트램 건설공사 착공 '도마 포레나해모로' 관심 집중,https://n.news.naver.com/article/079/0004036135,중립,0.9999611377716064
시행전,2025-06-18,‘개포우성7차’ 박 터지나…삼성물산 이어 대우건설도 입찰보증금 현금분 납부,https://n.news.naver.com/article/029/0002962297,중립,0.7147350907325745
시행전,2025-06-18,용산정비창 1구역 시공사 선정 임박… 포스코이앤씨 “체급·신용도·실적 등 HDC현산 압도”,https://n.news.naver.com/article/020/0003642193,중립,0.9911168813705444
시행전,2025-06-18,"서울 집값 열기, 경매까지 옮겨 붙었다…낙찰가가 감정가 웃돌아",https://n.news.naver.com/article/025/0003448943,놀람,0.997469425201416
시행전,2025-06-18,"대우건설, ‘개포우성7차’ 입찰보증금 현금분 150억원 납부",https://n.news.naver.com/article/016/0002486871,중립,0.9999592304229736
시행전,2025-06-18,"롯데건설, 능동형 층간소음 저감장치 개발",https://n.news.naver.com/article/009/0005510964,중립,0.999932050704956
시행전,2025-06-18,"국가철도공단, 부산국제철도기술산업전에서 K-철도 우수성 알려",https://n.news.naver.com/article/016/0002486866,행복,0.9994291663169861
시행전,2025-06-18,"""여보, 6년 먼저 살아보고 분양받는 거 어때""...시세 90%에 공급",https://n.news.naver.com/article/243/0000079812,중립,0.8860210180282593
시행전,2025-06-18,“대구 최초 컨시어지 도입”… ‘어나드 범어’ 본격 분양,https://n.news.naver.com/article/382/0001204539,중립,0.9999550580978394
시행전,2025-06-18,"대우건설, ‘개포우성7차’ 입찰보증금 150억 완납",https://n.news.naver.com/article/119/0002969407,중립,0.9994794726371765
시행전,2025-06-18,"대우건설, 개포우성7차 재건축 입찰보증금 '150억' 납부완료",https://n.news.naver.com/article/421/0008319445,중립,0.9999734163284302
시행전,2025-06-18,"""대전 교통 호재""… 도마 포레나해모로 선착순 분양",https://n.news.naver.com/article/417/0001083910,중립,0.9954100251197815
시행전,2025-06-18,"대우건설, 개포우성7차 입찰보증금 중 현금 150억원 납부",https://n.news.naver.com/article/001/0015457137,중립,0.9999707937240601
시행전,2025-06-18,"""서울 아파트 1년 기준 10% 올랐다""… 금리 인하 속도조절 고개",https://n.news.naver.com/article/417/0001083908,중립,0.9996814727783203
시행전,2025-06-18,"""우리집에도 좀 달아줘요""…롯데건설, 층간소음 저감장치 개발",https://n.news.naver.com/article/277/0005609612,중립,0.9997473359107971
시행전,2025-06-18,1~2인 가구 시대 대응… ‘창원 메가시티 자이&위브’ 소형 평형 특화 분양,https://n.news.naver.com/article/014/0005365026,중립,0.9998470544815063
시행전,2025-06-18,"롯데건설, 능동형 층간소음 저감장치 개발",https://n.news.naver.com/article/382/0001204530,중립,0.999932050704956
시행전,2025-06-18,"‘래미안 흥행 잇는다’… 송도역 한신더휴 프레스턴, 6월 말 공급 임박",https://n.news.naver.com/article/016/0002486855,중립,0.9997988343238831
시행전,2025-06-18,"현대백화점 압구정 본점, 재건축 맞춰 '신축' 추진",https://n.news.naver.com/article/374/0000446595,중립,0.9999402761459351
시행전,2025-06-18,"중흥건설·중흥토건, ‘안전하고 건강한 여름나기’ 캠페인",https://n.news.naver.com/article/382/0001204528,행복,0.9998408555984497
시행전,2025-06-18,용산정비창 전면1구역 시공자 선택 기준 '큰 회사'…포스코이앤씨 주목,https://n.news.naver.com/article/015/0005146313,중립,0.999975323677063
시행전,2025-06-18,압구정 재건축 첫타자 2구역 입찰공고…삼성 VS 현대 '불꽃경쟁',https://n.news.naver.com/article/003/0013311135,중립,0.9999198913574219
시행전,2025-06-18,"‘디에트르 더 리체 Ⅱ’, 오늘(18일) 임의공급 청약 공고…실수요자 관심 집중",https://n.news.naver.com/article/014/0005365019,중립,0.9999557733535767
시행전,2025-06-18,"DL이앤씨, 스타트업과 신기술·신사업 발굴",https://n.news.naver.com/article/382/0001204525,중립,0.9719303250312805
시행전,2025-06-18,대우건설도 입찰보증금 절반 납부…삼성과 경쟁,https://n.news.naver.com/article/215/0001213188,중립,0.999942421913147
시행전,2025-06-18,"이창용 “민생지원금, ‘선택지원’이 ‘보편지원’보다 효율적”",https://n.news.naver.com/article/021/0002716938,중립,0.999974250793457
시행전,2025-06-18,"대우건설, '개포우성7차' 입찰 보증금 현금분 150억원 납부",https://n.news.naver.com/article/014/0005365015,중립,0.9999655485153198
시행전,2025-06-18,"롯데건설, 능동형 층간소음 저감장치 개발…“층간소음 노이즈 캔슬링”",https://n.news.naver.com/article/243/0000079804,중립,0.9999521970748901
시행전,2025-06-18,"현대백화점 압구정본점, 주변 아파트 재건축 맞춰 신축 검토",https://n.news.naver.com/article/001/0015457075,중립,0.9999727010726929
시행전,2025-06-18,200억 내려도 안 팔린다…한때 난리였던 강남 ‘펜디 아파트’ 위기,https://n.news.naver.com/article/009/0005510913,슬픔,0.999510645866394
시행전,2025-06-18,평당 1억 거래 성사...'포스트 반포' 여기가 찜했다,https://n.news.naver.com/article/014/0005365005,놀람,0.9972971081733704
시행전,2025-06-18,"광주신세계, 광천터미널 복합화 사업제안서 제출",https://n.news.naver.com/article/016/0002486838,중립,0.9999719858169556
시행전,2025-06-18,"민간아파트 지을 때도 '제로에너지 5등급'…""분양가 오른다""",https://n.news.naver.com/article/215/0001213187,중립,0.999745786190033
시행전,2025-06-18,"국토안전관리원, '찾아가는 건축분쟁 조정위원회' 개최",https://n.news.naver.com/article/014/0005365002,중립,0.9998435974121094
