감정,기사제목,시기,날짜,수치,url,정부,카테고리,정책
혐오,강북구 주민들 대출 및 금융 규제에 엇갈린 반응,체감 반응,2025-01-03,0.894,https://news.example.com/article/1180,문재인,대출 및 금융 규제,9·7
슬픔,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",초기 반응,2026-03-31,0.549,https://news.example.com/article/1181,이재명,주택 공급 대책,6·27
중립,"국토부 ""부동산 세제 개편 효과 지켜봐야""",체감 반응,2025-08-10,0.611,https://news.example.com/article/1182,윤석열,부동산 세제 개편,8·13
혐오,"문재인 정부, 시장 안정 대책 발표",초기 반응,2026-03-05,0.966,https://news.example.com/article/1183,문재인,시장 안정 대책,6·27
공포,"전문가 ""부동산 세제 개편, 시장에 미치는 영향은""",시행 전,2025-08-07,0.699,https://news.example.com/article/1184,윤석열,부동산 세제 개편,6·27
중립,"국토부 ""시장 안정 대책 효과 지켜봐야""",초기 반응,2026-01-16,0.631,https://news.example.com/article/1185,박근혜,시장 안정 대책,9·7
중립,"전문가 ""부동산 세제 개편, 시장에 미치는 영향은""",시행 전,2024-11-19,0.989,https://news.example.com/article/1186,박근혜,부동산 세제 개편,10·15
슬픔,부동산 세제 개편 이후 마포구 집값 보합,시행일,2026-03-03,0.543,https://news.example.com/article/1187,이재명,부동산 세제 개편,10·15
슬픔,"국토부 ""주택 공급 대책 효과 지켜봐야""",초기 반응,2025-09-28,0.737,https://news.example.com/article/1188,박근혜,주택 공급 대책,9·7
놀람,"윤석열 정부, 주택 공급 대책 발표",시행 전,2024-08-21,0.842,https://news.example.com/article/1189,윤석열,주택 공급 대책,9·7
분노,대출 및 금융 규제 이후 서대문구 집값 상승,시행일,2025-03-13,0.643,https://news.example.com/article/1190,박근혜,대출 및 금융 규제,10·15
공포,"문재인 정부, 주택 공급 대책 발표",체감 반응,2024-07-22,0.712,https://news.example.com/article/1191,문재인,주택 공급 대책,8·13
혐오,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",체감 반응,2024-05-20,0.935,https://news.example.com/article/1192,박근혜,대출 및 금융 규제,9·7
공포,"국토부 ""부동산 세제 개편 효과 지켜봐야""",시행일,2026-01-08,0.737,https://news.example.com/article/1193,박근혜,부동산 세제 개편,8·13
슬픔,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",체감 반응,2024-11-29,0.512,https://news.example.com/article/1194,윤석열,주택 공급 대책,8·13
공포,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",초기 반응,2025-05-25,0.638,https://news.example.com/article/1195,윤석열,대출 및 금융 규제,6·27
공포,서초구 주민들 부동산 세제 개편에 엇갈린 반응,시행일,2026-04-23,0.796,https://news.example.com/article/1196,이재명,부동산 세제 개편,9·7
중립,"국토부 ""주택 공급 대책 효과 지켜봐야""",시행일,2024-06-19,0.688,https://news.example.com/article/1197,이재명,주택 공급 대책,9·7
공포,"이재명 정부, 주택 공급 대책 발표",체감 반응,2025-09-29,0.964,https://news.example.com/article/1198,이재명,주택 공급 대책,6·27
분노,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",시행일,2025-10-27,0.683,https://news.example.com/article/1199,윤석열,대출 및 금융 규제,9·7
공포,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",초기 반응,2024-07-24,0.618,https://news.example.com/article/1200,문재인,대출 및 금융 규제,9·7
중립,"윤석열 정부, 부동산 세제 개편 발표",시행일,2024-07-14,0.513,https://news.example.com/article/1201,윤석열,부동산 세제 개편,9·7
분노,강서구 주민들 시장 안정 대책에 엇갈린 반응,시행 전,2026-01-02,0.72,https://news.example.com/article/1202,문재인,시장 안정 대책,6·27
중립,시장 안정 대책 이후 동작구 집값 상승,초기 반응,2024-08-28,0.896,https://news.example.com/article/1203,이재명,시장 안정 대책,6·27
혐오,"전문가 ""부동산 세제 개편, 시장에 미치는 영향은""",시행일,2024-06-04,0.894,https://news.example.com/article/1204,윤석열,부동산 세제 개편,6·27
중립,"박근혜 정부, 부동산 세제 개편 발표",체감 반응,2024-05-09,0.844,https://news.example.com/article/1205,박근혜,부동산 세제 개편,10·15
중립,대출 및 금융 규제 이후 강북구 집값 보합,시행 전,2025-12-31,0.718,https://news.example.com/article/1206,박근혜,대출 및 금융 규제,9·7
슬픔,"전문가 ""시장 안정 대책, 시장에 미치는 영향은""",초기 반응,2024-12-14,0.984,https://news.example.com/article/1207,이재명,시장 안정 대책,9·7
중립,"이재명 정부, 주택 공급 대책 발표",시행 전,2025-07-30,0.803,https://news.example.com/article/1208,이재명,주택 공급 대책,9·7
공포,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",체감 반응,2024-05-18,0.988,https://news.example.com/article/1209,박근혜,대출 및 금융 규제,10·15
슬픔,"전문가 ""부동산 세제 개편, 시장에 미치는 영향은""",시행 전,2026-05-31,0.811,https://news.example.com/article/1210,윤석열,부동산 세제 개편,6·27
중립,"국토부 ""주택 공급 대책 효과 지켜봐야""",초기 반응,2024-08-20,0.79,https://news.example.com/article/1211,박근혜,주택 공급 대책,10·15
분노,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",초기 반응,2025-12-17,0.966,https://news.example.com/article/1212,문재인,대출 및 금융 규제,10·15
중립,용산구 주민들 부동산 세제 개편에 엇갈린 반응,체감 반응,2026-04-06,0.938,https://news.example.com/article/1213,박근혜,부동산 세제 개편,8·13
분노,"전문가 ""부동산 세제 개편, 시장에 미치는 영향은""",체감 반응,2025-08-13,0.534,https://news.example.com/article/1214,이재명,부동산 세제 개편,10·15
중립,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",시행일,2024-07-10,0.514,https://news.example.com/article/1215,이재명,대출 및 금융 규제,8·13
놀람,"국토부 ""부동산 세제 개편 효과 지켜봐야""",시행 전,2025-11-30,0.732,https://news.example.com/article/1216,윤석열,부동산 세제 개편,10·15
분노,"문재인 정부, 대출 및 금융 규제 발표",체감 반응,2024-12-14,0.871,https://news.example.com/article/1217,문재인,대출 및 금융 규제,9·7
중립,"전문가 ""시장 안정 대책, 시장에 미치는 영향은""",시행일,2025-07-14,0.77,https://news.example.com/article/1218,이재명,시장 안정 대책,10·15
분노,성북구 주민들 주택 공급 대책에 엇갈린 반응,초기 반응,2024-06-07,0.74,https://news.example.com/article/1219,윤석열,주택 공급 대책,8·13
혐오,주택 공급 대책 이후 성동구 집값 하락,체감 반응,2025-03-31,0.595,https://news.example.com/article/1220,박근혜,주택 공급 대책,9·7
혐오,"윤석열 정부, 대출 및 금융 규제 발표",초기 반응,2025-04-12,0.592,https://news.example.com/article/1221,윤석열,대출 및 금융 규제,6·27
혐오,"윤석열 정부, 시장 안정 대책 발표",초기 반응,2026-07-15,0.91,https://news.example.com/article/1222,윤석열,시장 안정 대책,8·13
중립,"이재명 정부, 주택 공급 대책 발표",시행일,2025-10-20,0.617,https://news.example.com/article/1223,이재명,주택 공급 대책,8·13
공포,강동구 주민들 부동산 세제 개편에 엇갈린 반응,초기 반응,2024-06-14,0.915,https://news.example.com/article/1224,문재인,부동산 세제 개편,8·13
놀람,시장 안정 대책 이후 관악구 집값 상승,시행일,2025-09-09,0.565,https://news.example.com/article/1225,문재인,시장 안정 대책,6·27
중립,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",체감 반응,2025-12-25,0.891,https://news.example.com/article/1226,이재명,대출 및 금융 규제,10·15
중립,시장 안정 대책 이후 서대문구 집값 하락,초기 반응,2024-06-09,0.663,https://news.example.com/article/1227,문재인,시장 안정 대책,9·7
슬픔,시장 안정 대책 이후 강남구 집값 하락,초기 반응,2025-05-14,0.596,https://news.example.com/article/1228,윤석열,시장 안정 대책,9·7
공포,주택 공급 대책 이후 서초구 집값 보합,시행일,2026-05-07,0.517,https://news.example.com/article/1229,박근혜,주택 공급 대책,10·15
슬픔,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",체감 반응,2024-08-15,0.843,https://news.example.com/article/1230,윤석열,주택 공급 대책,6·27
공포,시장 안정 대책 이후 강동구 집값 하락,초기 반응,2024-07-29,0.948,https://news.example.com/article/1231,이재명,시장 안정 대책,10·15
중립,"윤석열 정부, 시장 안정 대책 발표",시행일,2025-09-16,0.909,https://news.example.com/article/1232,윤석열,시장 안정 대책,6·27
중립,주택 공급 대책 이후 양천구 집값 상승,시행일,2025-07-05,0.723,https://news.example.com/article/1233,박근혜,주택 공급 대책,9·7
중립,"국토부 ""시장 안정 대책 효과 지켜봐야""",시행 전,2025-02-26,0.963,https://news.example.com/article/1234,문재인,시장 안정 대책,10·15
놀람,부동산 세제 개편 이후 노원구 집값 상승,시행일,2025-02-08,0.651,https://news.example.com/article/1235,이재명,부동산 세제 개편,6·27
공포,성동구 주민들 부동산 세제 개편에 엇갈린 반응,시행일,2024-06-16,0.59,https://news.example.com/article/1236,문재인,부동산 세제 개편,8·13
중립,구로구 주민들 대출 및 금융 규제에 엇갈린 반응,시행일,2024-08-24,0.636,https://news.example.com/article/1237,이재명,대출 및 금융 규제,9·7
중립,"전문가 ""시장 안정 대책, 시장에 미치는 영향은""",초기 반응,2025-01-29,0.946,https://news.example.com/article/1238,이재명,시장 안정 대책,9·7
중립,"박근혜 정부, 부동산 세제 개편 발표",시행 전,2025-07-24,0.861,https://news.example.com/article/1239,박근혜,부동산 세제 개편,9·7
공포,부동산 세제 개편 이후 노원구 집값 상승,시행일,2025-11-29,0.649,https://news.example.com/article/1240,박근혜,부동산 세제 개편,6·27
혐오,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",초기 반응,2024-11-24,0.551,https://news.example.com/article/1241,문재인,대출 및 금융 규제,10·15
행복,"박근혜 정부, 주택 공급 대책 발표",시행일,2026-02-11,0.753,https://news.example.com/article/1242,박근혜,주택 공급 대책,6·27
중립,"국토부 ""주택 공급 대책 효과 지켜봐야""",시행일,2025-01-04,0.603,https://news.example.com/article/1243,박근혜,주택 공급 대책,10·15
행복,"국토부 ""시장 안정 대책 효과 지켜봐야""",초기 반응,2026-01-24,0.846,https://news.example.com/article/1244,이재명,시장 안정 대책,9·7
놀람,금천구 주민들 부동산 세제 개편에 엇갈린 반응,초기 반응,2025-03-11,0.58,https://news.example.com/article/1245,윤석열,부동산 세제 개편,6·27
슬픔,중랑구 주민들 대출 및 금융 규제에 엇갈린 반응,시행일,2025-04-19,0.672,https://news.example.com/article/1246,문재인,대출 및 금융 규제,8·13
분노,부동산 세제 개편 이후 동작구 집값 하락,초기 반응,2024-06-23,0.757,https://news.example.com/article/1247,윤석열,부동산 세제 개편,9·7
혐오,주택 공급 대책 이후 강남구 집값 보합,시행일,2024-08-22,0.765,https://news.example.com/article/1248,박근혜,주택 공급 대책,10·15
중립,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",체감 반응,2025-03-03,0.582,https://news.example.com/article/1249,이재명,대출 및 금융 규제,6·27
분노,강북구 주민들 대출 및 금융 규제에 엇갈린 반응,체감 반응,2025-10-18,0.638,https://news.example.com/article/1250,박근혜,대출 및 금융 규제,9·7
분노,"이재명 정부, 대출 및 금융 규제 발표",초기 반응,2026-07-13,0.523,https://news.example.com/article/1251,이재명,대출 및 금융 규제,8·13
행복,부동산 세제 개편 이후 송파구 집값 하락,시행일,2025-08-29,0.705,https://news.example.com/article/1252,이재명,부동산 세제 개편,8·13
분노,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",시행 전,2025-09-22,0.896,https://news.example.com/article/1253,문재인,대출 및 금융 규제,10·15
슬픔,주택 공급 대책 이후 중구 집값 하락,시행일,2024-10-08,0.553,https://news.example.com/article/1254,박근혜,주택 공급 대책,9·7
혐오,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",체감 반응,2025-04-21,0.976,https://news.example.com/article/1255,문재인,대출 및 금융 규제,9·7
공포,"국토부 ""부동산 세제 개편 효과 지켜봐야""",체감 반응,2026-06-15,0.585,https://news.example.com/article/1256,박근혜,부동산 세제 개편,8·13
놀람,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",초기 반응,2026-04-26,0.568,https://news.example.com/article/1257,윤석열,대출 및 금융 규제,8·13
공포,양천구 주민들 주택 공급 대책에 엇갈린 반응,시행 전,2024-09-12,0.789,https://news.example.com/article/1258,문재인,주택 공급 대책,6·27
슬픔,대출 및 금융 규제 이후 광진구 집값 상승,체감 반응,2025-01-15,0.608,https://news.example.com/article/1259,박근혜,대출 및 금융 규제,8·13
혐오,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",시행 전,2024-10-26,0.743,https://news.example.com/article/1260,문재인,대출 및 금융 규제,8·13
중립,동대문구 주민들 대출 및 금융 규제에 엇갈린 반응,체감 반응,2024-10-01,0.863,https://news.example.com/article/1261,이재명,대출 및 금융 규제,6·27
혐오,대출 및 금융 규제 이후 광진구 집값 상승,체감 반응,2025-04-14,0.969,https://news.example.com/article/1262,윤석열,대출 및 금융 규제,6·27
슬픔,"국토부 ""주택 공급 대책 효과 지켜봐야""",시행일,2025-07-03,0.758,https://news.example.com/article/1263,문재인,주택 공급 대책,10·15
공포,"윤석열 정부, 시장 안정 대책 발표",초기 반응,2025-07-30,0.981,https://news.example.com/article/1264,윤석열,시장 안정 대책,10·15
놀람,주택 공급 대책 이후 송파구 집값 보합,시행일,2025-10-24,0.719,https://news.example.com/article/1265,박근혜,주택 공급 대책,6·27
행복,"윤석열 정부, 대출 및 금융 규제 발표",체감 반응,2025-07-10,0.843,https://news.example.com/article/1266,윤석열,대출 및 금융 규제,9·7
중립,은평구 주민들 부동산 세제 개편에 엇갈린 반응,체감 반응,2025-05-01,0.603,https://news.example.com/article/1267,이재명,부동산 세제 개편,6·27
중립,주택 공급 대책 이후 마포구 집값 보합,시행 전,2025-12-31,0.524,https://news.example.com/article/1268,이재명,주택 공급 대책,9·7
놀람,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",체감 반응,2026-06-15,0.851,https://news.example.com/article/1269,박근혜,주택 공급 대책,8·13
공포,"이재명 정부, 대출 및 금융 규제 발표",시행 전,2025-06-26,0.732,https://news.example.com/article/1270,이재명,대출 및 금융 규제,6·27
중립,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",시행일,2025-03-16,0.991,https://news.example.com/article/1271,이재명,대출 및 금융 규제,8·13
공포,"윤석열 정부, 대출 및 금융 규제 발표",시행일,2024-05-10,0.649,https://news.example.com/article/1272,윤석열,대출 및 금융 규제,6·27
슬픔,동대문구 주민들 대출 및 금융 규제에 엇갈린 반응,체감 반응,2025-10-09,0.862,https://news.example.com/article/1273,윤석열,대출 및 금융 규제,9·7
공포,"국토부 ""주택 공급 대책 효과 지켜봐야""",초기 반응,2025-05-15,0.796,https://news.example.com/article/1274,박근혜,주택 공급 대책,8·13
공포,"박근혜 정부, 대출 및 금융 규제 발표",초기 반응,2026-03-04,0.544,https://news.example.com/article/1275,박근혜,대출 및 금융 규제,6·27
중립,대출 및 금융 규제 이후 중구 집값 보합,체감 반응,2025-05-26,0.94,https://news.example.com/article/1276,이재명,대출 및 금융 규제,6·27
중립,"윤석열 정부, 주택 공급 대책 발표",체감 반응,2025-07-15,0.546,https://news.example.com/article/1277,윤석열,주택 공급 대책,10·15
중립,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",시행 전,2025-10-09,0.81,https://news.example.com/article/1278,박근혜,대출 및 금융 규제,10·15
분노,대출 및 금융 규제 이후 서초구 집값 하락,체감 반응,2024-07-24,0.886,https://news.example.com/article/1279,이재명,대출 및 금융 규제,6·27
슬픔,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",초기 반응,2026-04-21,0.676,https://news.example.com/article/1280,문재인,주택 공급 대책,10·15
분노,"이재명 정부, 부동산 세제 개편 발표",시행일,2026-06-29,0.745,https://news.example.com/article/1281,이재명,부동산 세제 개편,9·7
분노,주택 공급 대책 이후 관악구 집값 하락,시행일,2024-10-09,0.547,https://news.example.com/article/1282,이재명,주택 공급 대책,6·27
공포,"국토부 ""시장 안정 대책 효과 지켜봐야""",체감 반응,2025-10-04,0.967,https://news.example.com/article/1283,박근혜,시장 안정 대책,9·7
중립,"국토부 ""부동산 세제 개편 효과 지켜봐야""",시행일,2025-11-05,0.744,https://news.example.com/article/1284,이재명,부동산 세제 개편,6·27
혐오,"문재인 정부, 시장 안정 대책 발표",시행일,2024-08-28,0.901,https://news.example.com/article/1285,문재인,시장 안정 대책,8·13
슬픔,"국토부 ""시장 안정 대책 효과 지켜봐야""",시행 전,2025-07-09,0.853,https://news.example.com/article/1286,이재명,시장 안정 대책,6·27
중립,"윤석열 정부, 부동산 세제 개편 발표",초기 반응,2026-05-10,0.547,https://news.example.com/article/1287,윤석열,부동산 세제 개편,10·15
슬픔,"국토부 ""시장 안정 대책 효과 지켜봐야""",체감 반응,2024-05-17,0.845,https://news.example.com/article/1288,이재명,시장 안정 대책,6·27
공포,"이재명 정부, 대출 및 금융 규제 발표",시행일,2025-12-09,0.524,https://news.example.com/article/1289,이재명,대출 및 금융 규제,8·13
공포,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",초기 반응,2025-10-26,0.859,https://news.example.com/article/1290,문재인,대출 및 금융 규제,8·13
중립,관악구 주민들 시장 안정 대책에 엇갈린 반응,체감 반응,2025-12-28,0.817,https://news.example.com/article/1291,박근혜,시장 안정 대책,8·13
중립,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",시행 전,2026-03-19,0.924,https://news.example.com/article/1292,문재인,대출 및 금융 규제,6·27
분노,은평구 주민들 주택 공급 대책에 엇갈린 반응,초기 반응,2026-01-07,0.694,https://news.example.com/article/1293,이재명,주택 공급 대책,8·13
슬픔,양천구 주민들 시장 안정 대책에 엇갈린 반응,시행 전,2024-10-13,0.85,https://news.example.com/article/1294,문재인,시장 안정 대책,9·7
혐오,"국토부 ""부동산 세제 개편 효과 지켜봐야""",시행일,2024-09-13,0.508,https://news.example.com/article/1295,윤석열,부동산 세제 개편,9·7
공포,대출 및 금융 규제 이후 도봉구 집값 하락,시행일,2026-04-23,0.907,https://news.example.com/article/1296,이재명,대출 및 금융 규제,10·15
공포,부동산 세제 개편 이후 서대문구 집값 보합,시행일,2024-11-27,0.868,https://news.example.com/article/1297,이재명,부동산 세제 개편,8·13
놀람,"박근혜 정부, 부동산 세제 개편 발표",시행일,2024-10-25,0.841,https://news.example.com/article/1298,박근혜,부동산 세제 개편,9·7
분노,부동산 세제 개편 이후 강서구 집값 보합,초기 반응,2025-04-13,0.795,https://news.example.com/article/1299,박근혜,부동산 세제 개편,9·7
슬픔,중구 주민들 대출 및 금융 규제에 엇갈린 반응,시행일,2025-05-01,0.643,https://news.example.com/article/1300,윤석열,대출 및 금융 규제,10·15
공포,서초구 주민들 대출 및 금융 규제에 엇갈린 반응,초기 반응,2025-03-14,0.85,https://news.example.com/article/1301,이재명,대출 및 금융 규제,6·27
슬픔,"전문가 ""시장 안정 대책, 시장에 미치는 영향은""",체감 반응,2025-09-15,0.743,https://news.example.com/article/1302,이재명,시장 안정 대책,6·27
혐오,부동산 세제 개편 이후 강동구 집값 보합,시행일,2024-07-27,0.526,https://news.example.com/article/1303,이재명,부동산 세제 개편,8·13
놀람,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",시행 전,2025-11-12,0.733,https://news.example.com/article/1304,박근혜,대출 및 금융 규제,8·13
놀람,"전문가 ""부동산 세제 개편, 시장에 미치는 영향은""",체감 반응,2025-11-20,0.82,https://news.example.com/article/1305,윤석열,부동산 세제 개편,10·15
중립,"이재명 정부, 부동산 세제 개편 발표",시행 전,2024-06-17,0.713,https://news.example.com/article/1306,이재명,부동산 세제 개편,10·15
행복,"문재인 정부, 시장 안정 대책 발표",시행 전,2025-10-27,0.968,https://news.example.com/article/1307,문재인,시장 안정 대책,10·15
분노,시장 안정 대책 이후 중랑구 집값 보합,시행일,2024-12-08,0.739,https://news.example.com/article/1308,윤석열,시장 안정 대책,9·7
중립,은평구 주민들 시장 안정 대책에 엇갈린 반응,체감 반응,2025-01-24,0.739,https://news.example.com/article/1309,박근혜,시장 안정 대책,8·13
분노,성동구 주민들 대출 및 금융 규제에 엇갈린 반응,시행일,2025-05-17,0.878,https://news.example.com/article/1310,이재명,대출 및 금융 규제,6·27
중립,시장 안정 대책 이후 노원구 집값 하락,초기 반응,2025-08-05,0.673,https://news.example.com/article/1311,윤석열,시장 안정 대책,9·7
행복,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",체감 반응,2025-06-23,0.724,https://news.example.com/article/1312,문재인,대출 및 금융 규제,8·13
공포,대출 및 금융 규제 이후 강동구 집값 보합,체감 반응,2026-03-23,0.665,https://news.example.com/article/1313,이재명,대출 및 금융 규제,6·27
혐오,"박근혜 정부, 시장 안정 대책 발표",체감 반응,2025-05-04,0.848,https://news.example.com/article/1314,박근혜,시장 안정 대책,8·13
공포,부동산 세제 개편 이후 송파구 집값 보합,체감 반응,2025-08-05,0.589,https://news.example.com/article/1315,윤석열,부동산 세제 개편,8·13
분노,중구 주민들 대출 및 금융 규제에 엇갈린 반응,초기 반응,2024-11-10,0.658,https://news.example.com/article/1316,윤석열,대출 및 금융 규제,9·7
혐오,강동구 주민들 부동산 세제 개편에 엇갈린 반응,체감 반응,2025-07-06,0.923,https://news.example.com/article/1317,문재인,부동산 세제 개편,6·27
혐오,"이재명 정부, 대출 및 금융 규제 발표",시행일,2024-05-08,0.667,https://news.example.com/article/1318,이재명,대출 및 금융 규제,9·7
중립,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",시행일,2025-01-18,0.925,https://news.example.com/article/1319,윤석열,대출 및 금융 규제,10·15
슬픔,시장 안정 대책 이후 금천구 집값 하락,시행 전,2026-02-11,0.751,https://news.example.com/article/1320,박근혜,시장 안정 대책,6·27
행복,"국토부 ""주택 공급 대책 효과 지켜봐야""",시행일,2026-06-15,0.964,https://news.example.com/article/1321,윤석열,주택 공급 대책,8·13
공포,"국토부 ""시장 안정 대책 효과 지켜봐야""",시행 전,2025-06-11,0.712,https://news.example.com/article/1322,박근혜,시장 안정 대책,6·27
분노,시장 안정 대책 이후 성동구 집값 보합,초기 반응,2024-09-07,0.946,https://news.example.com/article/1323,윤석열,시장 안정 대책,6·27
슬픔,부동산 세제 개편 이후 중구 집값 상승,시행일,2025-04-24,0.922,https://news.example.com/article/1324,윤석열,부동산 세제 개편,6·27
중립,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",시행 전,2025-09-03,0.76,https://news.example.com/article/1325,문재인,대출 및 금융 규제,6·27
공포,주택 공급 대책 이후 서초구 집값 하락,체감 반응,2025-06-02,0.844,https://news.example.com/article/1326,이재명,주택 공급 대책,10·15
슬픔,대출 및 금융 규제 이후 강남구 집값 하락,체감 반응,2024-05-19,0.819,https://news.example.com/article/1327,윤석열,대출 및 금융 규제,8·13
중립,시장 안정 대책 이후 중구 집값 하락,시행일,2025-01-13,0.846,https://news.example.com/article/1328,이재명,시장 안정 대책,9·7
슬픔,"이재명 정부, 시장 안정 대책 발표",초기 반응,2025-07-08,0.933,https://news.example.com/article/1329,이재명,시장 안정 대책,9·7
중립,대출 및 금융 규제 이후 관악구 집값 상승,시행 전,2024-07-26,0.508,https://news.example.com/article/1330,박근혜,대출 및 금융 규제,10·15
중립,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",초기 반응,2025-09-21,0.814,https://news.example.com/article/1331,박근혜,주택 공급 대책,6·27
공포,대출 및 금융 규제 이후 중랑구 집값 상승,체감 반응,2025-12-23,0.767,https://news.example.com/article/1332,이재명,대출 및 금융 규제,9·7
행복,"국토부 ""부동산 세제 개편 효과 지켜봐야""",시행일,2025-05-07,0.9,https://news.example.com/article/1333,박근혜,부동산 세제 개편,8·13
중립,대출 및 금융 규제 이후 서대문구 집값 하락,초기 반응,2025-08-11,0.514,https://news.example.com/article/1334,박근혜,대출 및 금융 규제,9·7
중립,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",시행일,2025-07-07,0.941,https://news.example.com/article/1335,이재명,주택 공급 대책,10·15
슬픔,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",체감 반응,2025-04-21,0.741,https://news.example.com/article/1336,이재명,대출 및 금융 규제,6·27
중립,부동산 세제 개편 이후 노원구 집값 하락,시행일,2025-04-07,0.81,https://news.example.com/article/1337,윤석열,부동산 세제 개편,10·15
중립,강북구 주민들 부동산 세제 개편에 엇갈린 반응,시행일,2026-01-11,0.791,https://news.example.com/article/1338,문재인,부동산 세제 개편,9·7
행복,"전문가 ""대출 및 금융 규제, 시장에 미치는 영향은""",초기 반응,2024-06-16,0.882,https://news.example.com/article/1339,박근혜,대출 및 금융 규제,9·7
중립,"윤석열 정부, 시장 안정 대책 발표",시행 전,2024-11-21,0.819,https://news.example.com/article/1340,윤석열,시장 안정 대책,6·27
중립,"국토부 ""주택 공급 대책 효과 지켜봐야""",초기 반응,2025-01-02,0.704,https://news.example.com/article/1341,윤석열,주택 공급 대책,6·27
혐오,"국토부 ""주택 공급 대책 효과 지켜봐야""",체감 반응,2025-01-31,0.662,https://news.example.com/article/1342,이재명,주택 공급 대책,8·13
중립,강동구 주민들 시장 안정 대책에 엇갈린 반응,체감 반응,2026-06-21,0.946,https://news.example.com/article/1343,윤석열,시장 안정 대책,6·27
중립,"국토부 ""시장 안정 대책 효과 지켜봐야""",초기 반응,2026-01-11,0.715,https://news.example.com/article/1344,윤석열,시장 안정 대책,8·13
공포,송파구 주민들 대출 및 금융 규제에 엇갈린 반응,시행 전,2024-06-12,0.677,https://news.example.com/article/1345,이재명,대출 및 금융 규제,6·27
중립,"이재명 정부, 대출 및 금융 규제 발표",초기 반응,2024-07-26,0.696,https://news.example.com/article/1346,이재명,대출 및 금융 규제,8·13
놀람,"박근혜 정부, 시장 안정 대책 발표",시행 전,2025-06-11,0.853,https://news.example.com/article/1347,박근혜,시장 안정 대책,10·15
공포,영등포구 주민들 시장 안정 대책에 엇갈린 반응,체감 반응,2024-08-09,0.896,https://news.example.com/article/1348,이재명,시장 안정 대책,8·13
혐오,"전문가 ""주택 공급 대책, 시장에 미치는 영향은""",체감 반응,2026-07-10,0.767,https://news.example.com/article/1349,이재명,주택 공급 대책,9·7
공포,"박근혜 정부, 시장 안정 대책 발표",시행일,2025-02-05,0.937,https://news.example.com/article/1350,박근혜,시장 안정 대책,9·7
분노,동작구 주민들 대출 및 금융 규제에 엇갈린 반응,초기 반응,2025-02-17,0.98,https://news.example.com/article/1351,윤석열,대출 및 금융 규제,6·27
행복,"국토부 ""대출 및 금융 규제 효과 지켜봐야""",시행 전,2024-12-14,0.97,https://news.example.com/article/1352,이재명,대출 및 금융 규제,6·27
슬픔,"국토부 ""시장 안정 대책 효과 지켜봐야""",시행일,2026-07-08,0.611,https://news.example.com/article/1353,윤석열,시장 안정 대책,9·7
중립,서초구 주민들 대출 및 금융 규제에 엇갈린 반응,시행 전,2025-12-27,0.864,https://news.example.com/article/1354,문재인,대출 및 금융 규제,6·27
중립,"이재명 정부, 부동산 세제 개편 발표",초기 반응,2026-02-03,0.801,https://news.example.com/article/1355,이재명,부동산 세제 개편,8·13
중립,시장 안정 대책 이후 강남구 집값 하락,체감 반응,2025-04-21,0.775,https://news.example.com/article/1356,문재인,시장 안정 대책,6·27
중립,"문재인 정부, 부동산 세제 개편 발표",초기 반응,2025-05-13,0.58,https://news.example.com/article/1357,문재인,부동산 세제 개편,10·15
놀람,"국토부 ""시장 안정 대책 효과 지켜봐야""",체감 반응,2025-04-14,0.678,https://news.example.com/article/1358,문재인,시장 안정 대책,10·15
혐오,부동산 세제 개편 이후 마포구 집값 상승,체감 반응,2024-10-20,0.92,https://news.example.com/article/1359,윤석열,부동산 세제 개편,10·15
중립,"윤석열 정부, 주택 공급 대책 발표",체감 반응,2025-11-01,0.906,https://news.example.com/article/1360,윤석열,주택 공급 대책,8·13
