구,법정동,계약일자,전용면적,평형,거래금액,평단가,거래유형,정책여부,이상치여부
서초구,서초3동,2025-06-26,55.43,17,101861,6075.1,중개거래,정책전,False
서초구,서초3동,2025-06-18,53.43,16,97630,6040.0,중개거래,정책전,False
서초구,서초3동,2025-06-12,60.61,18,104372,5692.5,중개거래,정책전,False
서초구,서초3동,2025-06-02,74.38,23,135744,6032.9,중개거래,정책전,False
서초구,서초3동,2025-06-05,59.92,18,110622,6102.6,중개거래,정책전,False
서초구,서초3동,2025-06-24,77.22,23,137393,5881.5,중개거래,정책전,False
서초구,서초3동,2025-06-16,71.65,22,129773,5987.7,중개거래,정책전,False
서초구,서초3동,2025-06-22,44.28,13,81770,6104.0,중개거래,정책전,False
서초구,서초4동,2025-07-10,46.36,14,76148,5429.5,중개거래,정책후,False
서초구,서초4동,2025-07-19,49.07,15,80500,5423.7,중개거래,정책후,False
서초구,서초4동,2025-07-02,66.94,20,100905,4983.1,중개거래,정책후,False
서초구,서초4동,2025-07-08,65.06,20,111052,5642.6,중개거래,정책후,False
서초구,서초4동,2025-07-11,82.39,25,142951,5735.4,중개거래,정책후,False
서초구,서초4동,2025-07-22,74.01,22,119928,5356.9,중개거래,정책후,False
서초구,서초3동,2025-07-18,95.5,29,148528,5141.5,중개거래,정책후,False
서초구,서초3동,2025-07-12,94.62,29,152911,5342.1,중개거래,정책후,False
서초구,서초3동,2025-07-13,89.97,27,146288,5374.8,중개거래,정책후,False
서초구,서초3동,2025-07-20,55.58,17,84366,5018.4,중개거래,정책후,False
서초구,서초3동,2025-07-14,75.78,23,125283,5465.0,중개거래,정책후,False
서초구,서초2동,2025-07-04,48.46,15,79321,5410.7,중개거래,정책후,False
서초구,서초2동,2025-07-13,50.52,15,80630,5275.7,중개거래,정책후,False
서초구,서초2동,2025-07-24,90.21,27,147230,5395.5,중개거래,정책후,False
서초구,서초2동,2025-07-15,83.64,25,138172,5461.2,중개거래,정책후,False
서초구,서초2동,2025-07-11,53.88,16,93167,5715.9,중개거래,정책후,False
서초구,서초1동,2025-07-17,57.24,17,96291,5561.0,중개거래,정책후,False
서초구,서초1동,2025-07-14,18.0,5,29690,5452.7,중개거래,정책후,False
서초구,서초1동,2025-07-26,76.33,23,121306,5253.9,중개거래,정책후,False
서초구,서초1동,2025-07-06,31.92,10,51975,5382.2,직거래,정책후,False
서초구,서초1동,2025-07-24,21.56,7,33648,5160.0,중개거래,정책후,False
서초구,서초1동,2025-07-24,66.9,20,104050,5141.8,직거래,정책후,False
서초구,서초1동,2025-08-06,33.43,10,55413,5480.3,중개거래,정책후,False
서초구,서초1동,2025-08-12,32.96,10,54355,5451.1,중개거래,정책후,False
서초구,서초1동,2025-08-17,87.13,26,143876,5458.7,중개거래,정책후,False
서초구,서초1동,2025-08-06,60.12,18,92693,5096.6,중개거래,정책후,False
서초구,서초1동,2025-08-02,53.76,16,84032,5167.5,중개거래,정책후,False
서초구,서초4동,2025-08-16,28.55,9,45819,5304.7,중개거래,정책후,False
서초구,서초4동,2025-08-04,107.93,33,160833,4926.3,중개거래,정책후,False
서초구,서초4동,2025-08-05,29.07,9,50506,5744.1,중개거래,정책후,False
서초구,서초4동,2025-08-02,49.49,15,74883,5002.5,중개거래,정책후,False
서초구,서초4동,2025-09-05,30.32,9,47923,5225.8,중개거래,정책후,False
서초구,서초4동,2025-09-07,74.11,22,124031,5533.0,중개거래,정책후,False
서초구,서초4동,2025-09-26,63.17,19,110232,5768.4,직거래,정책후,False
서초구,서초4동,2025-09-21,60.36,18,106749,5846.2,중개거래,정책후,False
서초구,서초2동,2025-09-18,59.52,18,87858,4879.8,직거래,정책후,False
서초구,서초2동,2025-09-14,78.66,24,125191,5261.0,중개거래,정책후,False
서초구,서초2동,2025-09-13,85.81,26,144807,5579.0,직거래,정책후,False
서초구,서초2동,2025-09-14,54.21,16,85476,5212.4,중개거래,정책후,False
서초구,서초2동,2025-09-27,46.64,14,72635,5148.4,중개거래,정책후,False
서초구,서초1동,2025-09-12,53.89,16,86986,5336.3,중개거래,정책후,False
서초구,서초1동,2025-09-16,46.56,14,72163,5123.7,중개거래,정책후,False
서초구,서초1동,2025-09-13,82.93,25,130040,5183.6,직거래,정책후,False
서초구,서초1동,2025-09-15,52.9,16,83917,5243.9,중개거래,정책후,False
서초구,서초1동,2025-09-21,45.42,14,78545,5716.2,중개거래,정책후,False
서초구,서초3동,2025-10-10,52.58,16,85151,5353.6,중개거래,정책후,False
서초구,서초3동,2025-10-21,31.87,10,47469,4924.2,중개거래,정책후,False
서초구,서초3동,2025-10-15,39.71,12,62138,5173.5,직거래,정책후,False
서초구,서초3동,2025-10-22,62.93,19,95415,5012.4,중개거래,정책후,False
서초구,서초3동,2025-10-16,70.75,21,118070,5517.2,직거래,정책후,False
서초구,서초3동,2025-10-22,102.98,31,166569,5347.3,중개거래,정책후,False
서초구,서초3동,2025-10-10,55.52,17,90325,5377.7,중개거래,정책후,False
서초구,서초3동,2025-10-01,30.13,9,46348,5085.0,중개거래,정책후,False
서초구,서초4동,2025-10-03,48.17,15,80298,5510.9,중개거래,정책후,False
서초구,서초4동,2025-10-12,51.25,16,86703,5592.4,중개거래,정책후,False
서초구,서초1동,2025-10-15,62.63,19,103580,5467.4,중개거래,정책후,False
서초구,서초1동,2025-10-24,57.12,17,81858,4737.5,중개거래,정책후,False
서초구,서초2동,2025-10-26,60.23,18,93648,5139.8,중개거래,정책후,False
서초구,서초2동,2025-10-14,23.71,7,39478,5504.8,중개거래,정책후,False
서초구,서초2동,2025-10-26,67.73,20,108400,5291.2,직거래,정책후,False
서초구,서초2동,2025-10-04,43.44,13,77072,5865.5,중개거래,정책후,False
서초구,서초2동,2025-10-03,74.52,23,105515,4681.1,중개거래,정책후,False
서초구,서초2동,2025-10-17,59.6,18,99283,5507.2,중개거래,정책후,False
서초구,서초2동,2025-10-21,46.14,14,76827,5503.9,중개거래,정책후,False
서초구,서초2동,2025-10-19,81.54,25,138683,5622.6,중개거래,정책후,False
서초구,서초2동,2025-10-10,44.33,13,69367,5173.1,직거래,정책후,False
서초구,서초2동,2025-10-02,66.13,20,111218,5559.4,중개거래,정책후,False
서초구,서초1동,2025-11-22,65.11,20,108211,5494.4,중개거래,정책후,False
서초구,서초1동,2025-11-24,64.7,20,106266,5429.4,중개거래,정책후,False
서초구,서초1동,2025-11-15,22.18,7,37311,5561.2,중개거래,정책후,False
서초구,서초1동,2025-11-20,24.33,7,39934,5425.1,중개거래,정책후,False
서초구,서초4동,2025-11-26,32.37,10,50586,5166.6,직거래,정책후,False
서초구,서초4동,2025-11-08,54.49,16,92623,5619.4,중개거래,정책후,False
서초구,서초4동,2025-11-09,38.51,12,64182,5508.9,중개거래,정책후,False
서초구,서초4동,2025-11-12,71.14,22,119553,5555.4,직거래,정책후,False
서초구,서초3동,2025-11-22,30.66,9,57397,6188.7,직거래,정책후,False
서초구,서초3동,2025-11-04,66.99,20,110097,5433.0,중개거래,정책후,False
서초구,서초3동,2025-11-06,101.43,31,178374,5813.4,중개거래,정책후,False
서초구,서초3동,2025-11-03,38.93,12,69362,5889.4,중개거래,정책후,False
서초구,서초2동,2025-12-01,81.44,25,132391,5373.8,중개거래,정책후,False
서초구,서초2동,2025-12-17,70.08,21,115154,5432.2,중개거래,정책후,False
서초구,서초2동,2025-12-12,60.02,18,106249,5852.0,중개거래,정책후,False
서초구,서초2동,2025-12-26,93.38,28,151463,5361.9,중개거래,정책후,False
서초구,서초1동,2025-12-24,73.09,22,115030,5202.5,중개거래,정책후,False
서초구,서초1동,2025-12-13,70.99,21,118667,5525.8,중개거래,정책후,False
서초구,서초1동,2025-12-25,57.43,17,98093,5646.9,중개거래,정책후,False
서초구,서초1동,2025-12-04,36.58,11,57907,5233.7,중개거래,정책후,False
서초구,서초1동,2025-12-13,43.96,13,73546,5530.8,중개거래,정책후,False
서초구,서초4동,2026-01-24,43.01,13,72562,5576.8,중개거래,정책후,False
서초구,서초4동,2026-01-04,33.58,10,52623,5181.3,중개거래,정책후,False
서초구,서초4동,2026-01-20,95.88,29,162161,5590.9,중개거래,정책후,False
서초구,서초4동,2026-01-25,54.21,16,88170,5376.7,중개거래,정책후,False
서초구,서초4동,2026-01-14,87.17,26,125967,4777.2,중개거래,정책후,False
서초구,서초4동,2026-01-25,50.79,15,91440,5951.2,중개거래,정책후,False
서초구,서초4동,2026-01-08,45.4,14,74783,5445.5,중개거래,정책후,False
서초구,서초2동,2026-01-15,50.13,15,87742,5785.8,중개거래,정책후,False
서초구,서초2동,2026-01-11,47.11,14,78151,5484.5,중개거래,정책후,False
서초구,서초2동,2026-01-24,100.83,31,170048,5575.0,중개거래,정책후,False
서초구,서초2동,2026-01-26,65.53,20,108864,5492.2,중개거래,정책후,False
서초구,서초3동,2026-01-21,40.05,12,76568,6320.7,중개거래,정책후,False
서초구,서초1동,2026-01-03,68.44,21,116753,5639.4,중개거래,정책후,False
서초구,서초1동,2026-01-11,35.16,11,62817,5905.8,중개거래,정책후,False
서초구,서초2동,2026-02-17,41.12,12,60420,4856.8,중개거래,정책후,False
서초구,서초2동,2026-02-18,55.01,17,85927,5164.0,중개거래,정책후,False
서초구,서초2동,2026-02-20,29.71,9,46710,5197.5,중개거래,정책후,False
서초구,서초2동,2026-02-23,51.75,16,83876,5358.2,직거래,정책후,False
서초구,서초4동,2026-02-10,27.91,8,44899,5318.9,중개거래,정책후,False
서초구,서초4동,2026-02-15,76.51,23,112748,4871.4,중개거래,정책후,False
서초구,서초4동,2026-02-20,56.35,17,91224,5351.4,직거래,정책후,False
서초구,서초4동,2026-02-07,65.25,20,110816,5614.3,중개거래,정책후,False
서초구,서초1동,2026-02-22,49.71,15,78214,5201.2,중개거래,정책후,False
서초구,서초1동,2026-02-13,49.69,15,79546,5292.3,중개거래,정책후,False
서초구,서초1동,2026-02-21,57.35,17,101232,5834.9,중개거래,정책후,False
서초구,서초1동,2026-02-16,57.89,18,87760,5011.5,중개거래,정책후,False
서초구,서초1동,2026-02-24,56.3,17,96893,5689.6,중개거래,정책후,False
서초구,서초1동,2026-02-09,41.66,13,73418,5825.4,중개거래,정책후,False
서초구,서초3동,2026-03-20,97.16,29,167386,5695.3,중개거래,정책후,False
서초구,서초3동,2026-03-04,75.36,23,115630,5072.2,중개거래,정책후,False
서초구,서초3동,2026-03-10,18.0,5,29673,5449.6,중개거래,정책후,False
서초구,서초3동,2026-03-13,61.03,18,95273,5161.0,중개거래,정책후,False
서초구,서초3동,2026-03-19,87.01,26,143754,5461.9,중개거래,정책후,False
서초구,서초3동,2026-03-11,54.06,16,83192,5087.0,중개거래,정책후,False
서초구,서초4동,2026-03-01,78.72,24,133581,5609.4,직거래,정책후,False
서초구,서초4동,2026-03-12,52.7,16,97777,6133.3,중개거래,정책후,False
서초구,서초4동,2026-03-23,44.0,13,79259,5955.5,중개거래,정책후,False
서초구,서초4동,2026-03-18,45.43,14,76994,5602.2,중개거래,정책후,False
서초구,서초4동,2026-03-22,74.16,22,124914,5568.0,중개거래,정책후,False
서초구,서초2동,2026-03-10,65.47,20,100587,5079.0,직거래,정책후,False
서초구,서초2동,2026-03-25,63.81,19,102710,5321.2,중개거래,정책후,False
서초구,서초2동,2026-03-20,80.71,24,124449,5097.2,직거래,정책후,False
서초구,서초2동,2026-03-03,91.03,28,156078,5668.0,중개거래,정책후,False
서초구,서초2동,2026-03-15,40.66,12,69219,5628.0,중개거래,정책후,False
서초구,서초2동,2026-03-08,84.44,26,134166,5252.3,중개거래,정책후,False
서초구,서초1동,2026-03-20,35.25,11,57527,5394.4,중개거래,정책후,False
서초구,서초1동,2026-03-18,87.63,27,151415,5712.1,중개거래,정책후,False
서초구,서초1동,2026-03-04,94.88,29,144779,5044.1,중개거래,정책후,False
서초구,서초1동,2026-03-01,40.71,12,68264,5543.4,직거래,정책후,False
서초구,서초1동,2026-03-21,72.81,22,126722,5753.5,중개거래,정책후,False
서초구,서초4동,2026-04-04,66.19,20,109564,5471.7,중개거래,정책후,False
서초구,서초4동,2026-04-13,33.86,10,56562,5522.2,중개거래,정책후,False
서초구,서초4동,2026-04-09,54.45,16,90303,5482.5,중개거래,정책후,False
서초구,서초4동,2026-04-19,18.0,5,29365,5393.0,직거래,정책후,False
서초구,서초2동,2026-04-03,49.46,15,83101,5554.6,중개거래,정책후,False
서초구,서초2동,2026-04-05,75.02,23,122203,5384.7,중개거래,정책후,False
서초구,서초2동,2026-04-13,68.35,21,113385,5483.8,중개거래,정책후,False
서초구,서초2동,2026-04-23,24.87,8,39238,5216.2,중개거래,정책후,False
서초구,서초2동,2026-04-09,63.8,19,101560,5262.2,중개거래,정책후,False
서초구,서초2동,2026-04-08,66.27,20,111331,5553.5,직거래,정책후,False
서초구,서초2동,2026-04-17,65.61,20,112545,5671.0,중개거래,정책후,False
서초구,서초4동,2026-05-04,45.68,14,73616,5327.5,중개거래,정책후,False
서초구,서초4동,2026-05-10,38.95,12,73491,6238.2,중개거래,정책후,False
서초구,서초4동,2026-05-08,36.88,11,61010,5468.7,중개거래,정책후,False
서초구,서초4동,2026-05-18,95.79,29,161924,5588.1,중개거래,정책후,False
서초구,서초2동,2026-05-22,35.01,11,48805,4608.1,중개거래,정책후,False
서초구,서초2동,2026-05-25,46.89,14,83716,5901.9,중개거래,정책후,False
서초구,서초2동,2026-05-24,76.62,23,126896,5475.1,직거래,정책후,False
서초구,서초3동,2026-06-18,60.41,18,95678,5235.8,중개거래,정책후,False
서초구,서초3동,2026-06-21,26.54,8,42626,5308.5,중개거래,정책후,False
서초구,서초3동,2026-06-18,109.41,33,187128,5653.8,중개거래,정책후,False
서초구,서초2동,2026-06-07,85.42,26,142478,5514.1,중개거래,정책후,False
서초구,서초2동,2026-06-05,37.09,11,65705,5855.9,중개거래,정책후,False
서초구,서초2동,2026-06-12,46.54,14,73702,5235.7,중개거래,정책후,False
서초구,서초2동,2026-06-02,33.34,10,50339,4991.8,중개거래,정책후,False
서초구,서초2동,2026-06-11,47.14,14,81501,5715.3,중개거래,정책후,False
서초구,서초1동,2026-06-16,22.75,7,37727,5482.5,중개거래,정책후,False
서초구,서초1동,2026-06-08,70.51,21,117843,5525.2,중개거래,정책후,False
서초구,서초1동,2026-06-11,70.03,21,117079,5526.4,직거래,정책후,False
서초구,서초1동,2026-06-02,81.19,25,126803,5163.1,중개거래,정책후,False
서초구,서초3동,2026-07-21,52.47,16,86286,5436.6,중개거래,정책후,False
서초구,서초3동,2026-07-21,18.0,5,29251,5372.1,중개거래,정책후,False
서초구,서초3동,2026-07-15,43.38,13,75181,5729.6,중개거래,정책후,False
서초구,서초4동,2026-07-13,64.01,19,108816,5620.1,중개거래,정책후,False
서초구,서초4동,2026-07-20,94.7,29,152140,5311.0,중개거래,정책후,False
서초구,서초4동,2026-07-15,39.26,12,63280,5328.3,중개거래,정책후,False
서초구,서초4동,2026-07-26,116.15,35,195472,5563.4,중개거래,정책후,False
서초구,서초2동,2026-07-17,42.0,13,65017,5117.5,중개거래,정책후,False
서초구,서초2동,2026-07-20,59.63,18,97105,5383.2,중개거래,정책후,False
서초구,서초2동,2026-07-14,65.26,20,108557,5498.8,중개거래,정책후,False
서초구,서초2동,2026-07-14,32.62,10,54105,5483.3,중개거래,정책후,False
서초구,서초2동,2026-07-04,24.49,7,34199,4616.9,중개거래,정책후,False
서초구,서초1동,2026-07-09,32.43,10,59143,6028.4,중개거래,정책후,False
서초구,서초1동,2026-07-20,57.68,17,95946,5498.6,중개거래,정책후,False
서초구,서초1동,2026-07-18,58.65,18,97029,5468.9,중개거래,정책후,False
서초구,서초1동,2026-07-05,96.62,29,158965,5439.0,중개거래,정책후,False
서초구,서초1동,2026-07-07,31.44,10,50871,5349.2,직거래,정책후,False
서초구,서초1동,2026-07-17,47.28,14,81389,5690.2,중개거래,정책후,False
서초구,서초1동,2026-07-18,49.95,15,81767,5411.8,중개거래,정책후,False
서초구,서초3동,2026-08-01,58.14,18,97311,5533.4,중개거래,정책후,False
서초구,서초3동,2026-08-09,44.25,13,70933,5299.4,중개거래,정책후,False
서초구,서초3동,2026-08-25,54.98,17,97416,5857.8,중개거래,정책후,False
서초구,서초3동,2026-08-16,83.23,25,123018,4885.8,중개거래,정책후,False
서초구,서초1동,2026-08-10,102.07,31,164232,5319.1,중개거래,정책후,False
서초구,서초1동,2026-08-24,31.96,10,47957,4959.8,중개거래,정책후,False
서초구,서초1동,2026-08-27,50.11,15,84173,5552.5,중개거래,정책후,False
서초구,서초1동,2026-08-10,37.02,11,57589,5142.4,중개거래,정책후,False
서초구,서초1동,2026-08-18,46.43,14,73255,5215.3,중개거래,정책후,False
서초구,서초2동,2026-08-12,84.1,25,136824,5378.1,직거래,정책후,False
서초구,서초2동,2026-08-13,18.0,5,28924,5312.1,중개거래,정책후,False
서초구,서초2동,2026-08-17,101.12,31,172429,5636.8,중개거래,정책후,False
서초구,서초2동,2026-08-03,39.76,12,61941,5150.2,직거래,정책후,False
서초구,서초2동,2026-08-01,69.01,21,112550,5391.6,중개거래,정책후,False
서초구,서초4동,2026-08-18,82.92,25,135001,5382.2,중개거래,정책후,False
서초구,서초4동,2026-08-27,72.67,22,110790,5039.7,중개거래,정책후,False
서초구,서초4동,2026-08-02,69.73,21,109373,5185.5,중개거래,정책후,False
서초구,서초4동,2026-08-15,25.58,8,42454,5486.7,중개거래,정책후,False
서초구,서초4동,2026-08-12,66.41,20,103418,5147.8,직거래,정책후,False
송파구,송파3동,2024-05-10,18.0,5,23560,4326.9,중개거래,정책전,False
송파구,송파3동,2024-05-10,45.73,14,59910,4330.6,직거래,정책전,False
송파구,송파3동,2024-05-02,46.01,14,58803,4225.2,중개거래,정책전,False
송파구,송파3동,2024-05-23,36.82,11,45980,4128.7,중개거래,정책전,False
송파구,송파3동,2024-05-12,30.73,9,40965,4406.9,직거래,정책전,False
송파구,송파3동,2024-05-25,50.07,15,61620,4068.2,중개거래,정책전,False
송파구,송파3동,2024-05-18,81.54,25,99860,4048.8,중개거래,정책전,False
송파구,송파3동,2024-05-21,62.92,19,73055,3838.5,중개거래,정책전,False
송파구,송파3동,2024-05-23,67.39,20,87265,4280.8,중개거래,정책전,False
송파구,송파2동,2024-05-03,41.15,12,51583,4144.4,중개거래,정책전,False
송파구,송파2동,2024-05-12,67.57,20,86830,4248.1,중개거래,정책전,False
송파구,송파2동,2024-05-14,25.97,8,33686,4288.1,중개거래,정책전,False
송파구,송파2동,2024-05-27,74.62,23,88736,3931.2,중개거래,정책전,False
송파구,송파2동,2024-05-07,92.49,28,119540,4272.7,중개거래,정책전,False
송파구,송파2동,2024-05-02,48.79,15,58272,3948.2,중개거래,정책전,False
송파구,송파2동,2024-05-07,43.46,13,58231,4428.9,중개거래,정책전,False
송파구,송파2동,2024-05-09,50.47,15,55675,3646.4,직거래,정책전,True
송파구,송파2동,2024-05-04,55.6,17,73534,4372.3,중개거래,정책전,False
송파구,송파2동,2024-05-03,75.41,23,101791,4462.2,중개거래,정책전,False
송파구,송파3동,2024-06-09,79.39,24,105139,4378.0,중개거래,정책전,False
송파구,송파3동,2024-06-17,80.9,24,101220,4136.0,중개거래,정책전,False
송파구,송파3동,2024-06-01,53.54,16,68153,4207.7,중개거래,정책전,False
송파구,송파3동,2024-06-10,59.69,18,73470,4069.1,직거래,정책전,False
송파구,송파3동,2024-06-02,54.64,17,69870,4227.6,직거래,정책전,False
송파구,송파3동,2024-06-06,18.0,5,24378,4477.2,중개거래,정책전,False
송파구,송파3동,2024-06-19,49.44,15,63998,4279.5,직거래,정책전,False
송파구,송파3동,2024-06-21,53.45,16,73579,4550.5,중개거래,정책전,False
송파구,송파3동,2024-06-21,60.4,18,81637,4468.2,중개거래,정책전,False
송파구,송파3동,2024-06-18,39.32,12,49424,4155.4,중개거래,정책전,False
송파구,송파3동,2024-06-01,73.21,22,101075,4564.3,중개거래,정책전,False
송파구,송파1동,2024-06-10,80.51,24,116328,4776.3,중개거래,정책전,False
송파구,송파1동,2024-06-16,41.44,13,58018,4627.7,중개거래,정책전,False
송파구,송파1동,2024-06-10,56.29,17,73175,4297.5,중개거래,정책전,False
송파구,송파1동,2024-06-06,51.4,16,65850,4235.0,중개거래,정책전,False
송파구,송파1동,2024-06-17,55.24,17,70856,4240.3,중개거래,정책전,False
송파구,송파1동,2024-06-17,91.93,28,122719,4413.0,중개거래,정책전,False
송파구,송파1동,2024-06-03,55.0,17,68896,4140.8,중개거래,정책전,False
송파구,송파1동,2024-06-09,30.55,9,39002,4220.7,중개거래,정책전,False
송파구,송파2동,2024-06-27,59.24,18,76920,4292.5,중개거래,정책전,False
송파구,송파2동,2024-06-17,52.53,16,69554,4376.8,중개거래,정책전,False
송파구,송파2동,2024-06-24,47.37,14,62888,4388.4,중개거래,정책전,False
송파구,송파2동,2024-06-24,49.31,15,67368,4516.8,직거래,정책전,False
송파구,송파2동,2024-06-13,61.25,19,85667,4623.4,직거래,정책전,False
송파구,송파2동,2024-06-26,32.92,10,46128,4632.2,중개거래,정책전,False
송파구,송파1동,2024-07-05,79.33,24,113134,4714.7,중개거래,정책전,False
송파구,송파1동,2024-07-08,57.16,17,71827,4154.1,중개거래,정책전,False
송파구,송파1동,2024-07-27,55.23,17,78353,4690.3,중개거래,정책전,False
송파구,송파1동,2024-07-15,24.18,7,30030,4104.9,중개거래,정책전,False
송파구,송파1동,2024-07-10,57.79,17,85237,4875.6,중개거래,정책전,False
송파구,송파1동,2024-07-27,63.58,19,84138,4374.7,중개거래,정책전,False
송파구,송파1동,2024-07-07,61.2,19,74521,4025.1,중개거래,정책전,False
송파구,송파1동,2024-07-01,69.23,21,90340,4313.9,중개거래,정책전,False
송파구,송파1동,2024-07-11,77.74,24,100178,4260.0,직거래,정책전,False
송파구,송파1동,2024-07-15,47.0,14,59696,4198.8,중개거래,정책전,False
송파구,송파1동,2024-07-04,40.29,12,48684,3995.0,중개거래,정책전,False
송파구,송파2동,2024-07-23,82.93,25,111159,4431.1,중개거래,정책전,False
송파구,송파2동,2024-07-09,19.45,6,26658,4529.9,중개거래,정책전,False
송파구,송파2동,2024-07-12,79.22,24,103674,4326.5,중개거래,정책전,False
송파구,송파2동,2024-07-21,66.34,20,83875,4179.4,직거래,정책전,False
송파구,송파2동,2024-07-18,27.27,8,34079,4131.1,중개거래,정책전,False
송파구,송파2동,2024-07-10,54.23,16,66586,4059.3,중개거래,정책전,False
송파구,송파2동,2024-07-12,44.27,13,56330,4205.9,중개거래,정책전,False
송파구,송파2동,2024-07-26,74.77,23,99929,4418.0,중개거래,정책전,False
송파구,송파2동,2024-07-16,61.81,19,92126,4927.1,중개거래,정책전,False
송파구,송파2동,2024-07-17,41.48,13,53010,4224.5,중개거래,정책전,False
송파구,송파2동,2024-07-06,93.19,28,128437,4556.1,중개거래,정책전,False
송파구,송파3동,2024-07-06,56.9,17,67607,3927.8,중개거래,정책전,False
송파구,송파3동,2024-07-09,73.81,22,91245,4086.5,중개거래,정책전,False
송파구,송파3동,2024-07-09,46.61,14,61609,4369.3,중개거래,정책전,False
송파구,송파3동,2024-07-20,22.08,7,28530,4271.0,중개거래,정책전,False
송파구,송파3동,2024-07-04,98.51,30,116925,3923.9,중개거래,정책전,False
송파구,송파3동,2024-07-25,39.1,12,52475,4436.2,중개거래,정책전,False
송파구,송파3동,2024-07-08,40.1,12,49541,4083.9,중개거래,정책전,False
송파구,송파3동,2024-07-04,94.42,29,124127,4346.1,중개거래,정책전,False
송파구,송파2동,2024-08-14,86.02,26,118713,4562.2,중개거래,정책전,False
송파구,송파2동,2024-08-23,68.84,21,91100,4374.8,중개거래,정책전,False
송파구,송파2동,2024-08-01,80.45,24,111263,4571.9,직거래,정책전,False
송파구,송파2동,2024-08-20,64.07,19,88343,4558.4,중개거래,정책전,False
송파구,송파2동,2024-08-02,45.9,14,58808,4235.3,중개거래,정책전,False
송파구,송파2동,2024-08-01,99.45,30,127581,4240.8,직거래,정책전,False
송파구,송파2동,2024-08-01,70.18,21,95394,4493.8,중개거래,정책전,False
송파구,송파2동,2024-08-18,92.75,28,130303,4644.2,중개거래,정책전,False
송파구,송파2동,2024-08-08,74.91,23,104242,4600.0,중개거래,정책전,False
송파구,송파2동,2024-08-02,62.76,19,84567,4454.3,중개거래,정책전,False
송파구,송파2동,2024-08-18,18.64,6,24776,4395.2,직거래,정책전,False
송파구,송파1동,2024-08-02,58.9,18,81872,4594.9,중개거래,정책전,False
송파구,송파1동,2024-08-21,57.85,17,75628,4321.8,중개거래,정책전,False
송파구,송파1동,2024-08-24,61.75,19,89982,4817.0,중개거래,정책전,False
송파구,송파1동,2024-08-23,64.83,20,94766,4832.0,직거래,정책전,False
송파구,송파1동,2024-08-09,59.11,18,85593,4787.2,중개거래,정책전,False
송파구,송파1동,2024-08-23,65.14,20,86672,4398.4,중개거래,정책전,False
송파구,송파1동,2024-08-05,76.95,23,102635,4409.4,직거래,정책전,False
송파구,송파3동,2024-08-17,81.92,25,102808,4148.7,중개거래,정책전,False
송파구,송파3동,2024-08-05,53.65,16,77085,4749.8,중개거래,정책전,False
송파구,송파3동,2024-08-02,26.62,8,34128,4237.8,직거래,정책전,False
송파구,송파3동,2024-08-08,67.75,20,95494,4659.6,중개거래,정책전,False
송파구,송파3동,2024-08-23,82.77,25,108822,4346.5,중개거래,정책전,False
송파구,송파3동,2024-08-10,59.1,18,79767,4461.9,중개거래,정책전,False
송파구,송파3동,2024-08-03,27.29,8,36483,4418.6,중개거래,정책전,False
송파구,송파3동,2024-08-26,74.54,23,105601,4683.1,중개거래,정책전,False
송파구,송파2동,2024-09-08,46.47,14,58900,4190.3,직거래,정책전,False
송파구,송파2동,2024-09-05,104.75,32,127287,4017.1,중개거래,정책전,False
송파구,송파2동,2024-09-17,37.27,11,51282,4548.7,중개거래,정책전,False
송파구,송파2동,2024-09-18,47.21,14,61675,4318.3,중개거래,정책전,False
송파구,송파2동,2024-09-10,68.67,21,90015,4333.1,중개거래,정책전,False
송파구,송파2동,2024-09-24,57.94,18,80253,4578.8,중개거래,정책전,False
송파구,송파2동,2024-09-13,26.95,8,35282,4327.1,중개거래,정책전,False
송파구,송파2동,2024-09-19,55.01,17,69073,4151.2,중개거래,정책전,False
송파구,송파3동,2024-09-19,37.74,11,49142,4304.9,중개거래,정책전,False
송파구,송파3동,2024-09-25,75.14,23,105576,4645.1,중개거래,정책전,False
송파구,송파3동,2024-09-13,77.49,23,100135,4271.8,중개거래,정책전,False
송파구,송파3동,2024-09-25,51.27,16,68101,4391.0,중개거래,정책전,False
송파구,송파3동,2024-09-17,41.37,13,55911,4468.0,중개거래,정책전,False
송파구,송파3동,2024-09-02,72.41,22,92486,4222.2,중개거래,정책전,False
송파구,송파3동,2024-09-03,87.34,26,119002,4504.3,중개거래,정책전,False
송파구,송파3동,2024-09-23,44.92,14,56080,4126.9,중개거래,정책전,False
송파구,송파3동,2024-10-14,37.19,11,46343,4119.8,중개거래,정책전,False
송파구,송파3동,2024-10-08,48.73,15,59232,4018.2,중개거래,정책전,False
송파구,송파3동,2024-10-02,67.51,20,89059,4360.7,중개거래,정책전,False
송파구,송파3동,2024-10-11,85.09,26,101714,3951.7,중개거래,정책전,False
송파구,송파3동,2024-10-27,50.85,15,64474,4191.2,중개거래,정책전,False
송파구,송파3동,2024-10-24,75.24,23,92595,4068.2,중개거래,정책전,False
송파구,송파3동,2024-10-22,71.81,22,89196,4106.4,중개거래,정책전,False
송파구,송파3동,2024-10-22,30.8,9,40733,4371.8,중개거래,정책전,False
송파구,송파2동,2024-10-27,66.42,20,88460,4402.8,중개거래,정책전,False
송파구,송파2동,2024-10-16,92.41,28,129610,4636.8,중개거래,정책전,False
송파구,송파2동,2024-10-24,65.75,20,80840,4064.5,중개거래,정책전,False
